"volid","dateused","pubdate","birthdate","firstpub","gender","nation","allwords","logistic","realclass","trainflag","author","title","title","genretags"
"uc2.ark+=13960=t80k2765m",1920,1920,0,1920,"m","uk",24.4462129857,0.4219835981,0,1,"Darlington, William Aubrey","Alf's button","vulgar",
"uc2.ark+=13960=t81j9d133",1851,1851,0,1851,"m","uk",27.4214079898,0.2693499461,0,1,"Watson, William Davy","Trevethlan","vulgar",
"uc2.ark+=13960=t84j0cp08",1879,1879,0,1879,"f","uk",30.4086188712,0.4330955633,0,1,"Montgomery, Florence","Seaforth","vulgar",
"uc2.ark+=13960=t85h7cw8f",1895,1895,0,1895,"m","uk",22.1210967125,0.7318753667,1,1,"Wells, H. G","The wonderful visit","elite",
"uc2.ark+=13960=t86h4dn5f",1900,1900,0,1900,"f","us",27.5731644278,0.3716546714,1,1,"Glasgow, Ellen Anderson Gholson","The voice of the people","elite",
"uc2.ark+=13960=t86h4jj86",1854,1854,0,1854,"m","uk",27.879284199,0.307176141,0,1,"Ainsworth, William Harrison","The flitch of bacon, or The custom of Dunmow;","vulgar",
"uc2.ark+=13960=t87h1m84p",1859,1859,0,1859,"m","uk",28.7469965702,0.3439221195,1,1,"Francis, Francis","Newton Dogvane","elite",
"uc2.ark+=13960=t8bg2j314",1861,1861,0,1861,"m","us",34.0199112028,0.788016806,1,1,"Holmes, Oliver Wendell","Elsie Venner;","elite",
"uc2.ark+=13960=t8bg2j878",1874,1874,0,1874,"f","us",29.663630846,0.3981980697,0,1,"Reid, Christian","A daughter of Bohemia;","vulgar",
"uc2.ark+=13960=t8bg2qv8f",1900,1900,0,1900,"m","uk",28.8141306236,0.7950274123,1,1,"Hope, Anthony","QuisantÃ©","elite",
"uc2.ark+=13960=t8cf9kp28",1919,1919,0,1919,"m","us",32.0829853943,0.8022674041,1,1,"Cabell, James Branch","Jurgen: A Comedy of Justice","elite",
"uc2.ark+=13960=t8gf0ng5c",1903,1903,0,1903,"f","us",22.7969058752,0.8345402947,0,1,"Richards, Laura Elizabeth Howe","The golden windows","vulgar",
"uc2.ark+=13960=t8gf0p99g",1920,1920,0,1920,"m","us",22.7202327184,0.7832724594,1,1,"Frank, Waldo","The Dark Mother","elite",
"uc2.ark+=13960=t8hd7rc3x",1901,1901,0,1901,"m","russian",26.5572960246,0.3900396299,1,1,"Tolstoy, Leo","Popular stories and legends","elite",
"uc2.ark+=13960=t8jd4rr6g",1901,1901,0,1901,"m","us",22.5057264891,0.3944578612,0,1,"French, Allen","The colonials;","vulgar",
"uc2.ark+=13960=t8kd1r66g",1910,1910,0,1910,"m","us",25.6304937191,0.540575782,0,1,"Henry, O","Strictly business","vulgar",
"uc2.ark+=13960=t8pc2vb7z",1896,1896,0,1896,"m","us",19.8934874546,0.7686582782,1,1,"Crane, Stephen","George's mother","elite",
"uc2.ark+=13960=t8qb9wx9k",1910,1910,0,1910,"f","au",30.0583869455,0.3176545964,1,1,"James, Winifred","Letters to my son","elite",
"uc2.ark+=13960=t8rb6wq8k",1905,1905,0,1905,"m","us",29.3083380265,0.5340631533,1,1,"Chambers, Robert W","The reckoning","elite",
"uc2.ark+=13960=t8rb7005b",1866,1866,0,1866,"f","uk",35.1166117114,0.6111571385,1,1,"Charles, Elizabeth Rundle","Winifred Bertram and the world she lived in","elite",
"uc2.ark+=13960=t8tb0zk22",1851,1851,0,1851,,"us",39.0372222343,0.3027356075,1,1,"Roe, A. S","To love and to be loved","elite",
"uc2.ark+=13960=t8v980b3t",1905,1905,0,1905,"m","us",27.8744984689,0.3458811236,0,1,"Dickson, Thomas","The clansman","vulgar",
"uc2.ark+=13960=t8v982h89",1913,1913,0,1913,"m","uk",24.2996951956,0.4192908157,1,1,"Snaith, J. C","An affair of state","elite",
"uc2.ark+=13960=t8w951q8r",1892,1892,0,1892,"f","us",23.8999045478,0.4130423134,0,1,"Birkmaier, Elizabeth G","Poseidon's paradise","vulgar",
"uc2.ark+=13960=t8x924472",1862,1862,0,1862,"m","uk",44.913538035,0.1113026879,0,1,"Dalton, William","Phaulcon the adventurer ; or The Europeans in the East","vulgar",
"uc2.ark+=13960=t90865h7g",1920,1920,0,1920,"f","us",28.6429991884,0.3437259442,0,1,"Norris, Kathleen","Harriet and the piper","vulgar",
"uc2.ark+=13960=t94748z1s",1919,1919,0,1919,"m","uk",25.1065503468,0.467754564,0,1,"Jacobs, W. W","Deep waters","vulgar",
"uc2.ark+=13960=t9862fb3w",1907,1907,0,1907,"m","uk",29.4507741507,0.3048957933,1,1,"Ellis, Havelock","Kit's woman; a Cornish idyll","elite",
"uc2.ark+=13960=t9b56gq8f",1866,1866,0,1866,"m","uk",35.9613665421,0.5326249296,1,1,"Whyte-Melville, G. J","Cerise","elite",
"uc2.ark+=13960=t9g44jj09",1865,1865,0,1865,"f","us",27.2598372432,0.1952851573,1,1,"Lander, Meta","Esperance","elite",
"uc2.ark+=13960=t9j38r92d",1880,1880,0,1880,,,30.9588802769,0.192475783,0,1,"Valentine, L","We three boys","vulgar",
"uc2.ark+=13960=t9m32tr6b",1890,1890,0,1890,"m","german",26.7573163331,0.5339680532,0,1,"Sudermann, Hermann","Regina;","vulgar",
"uc2.ark+=13960=t9n29rc1s",1913,1913,0,1913,"m","uk",33.3010064175,0.7575557669,1,1,"Goldie, V","The declension of Henry D'Albiac","elite",
"uc2.ark+=13960=t9n29z109",1895,1895,0,1895,"m","uk",25.9828083183,0.7193133322,0,1,"Roberts, Morley","The degradation of Geoffrey Alwith","vulgar",
"uc2.ark+=13960=t9p26ws5x",1859,1859,0,1859,"m","uk",29.6615700463,0.5107239733,1,1,"Francis, Francis","Newton Dogvane","elite",
"uc2.ark+=13960=t9q23wb8q",1908,1908,0,1908,"m","uk",29.9990660517,0.629241796,1,1,"Stacpoole, H. De Vere","The blue lagoon","elite",
"uc2.ark+=13960=t9r20sh4z",1880,1880,0,1880,"f","us",27.3074611523,0.6331219443,1,1,"Latimer, Elizabeth Wormeley","Salvage","elite",
"uc2.ark+=13960=t9t14ws52",1871,1871,0,1871,"f","us",28.6230753667,0.5677608318,0,1,"Weitzel, Sophie Winthrop","Miss Roberts' fortune","vulgar",
"uc2.ark+=13960=t9t15276t",1876,1876,0,1876,"m","uk",34.7029900715,0.7829362497,1,1,"MacDonald, George","Thomas Wingfold, curate","elite",
"uc2.ark+=13960=t9w08x645",1898,1898,0,1898,"m","us",35.4027093637,0.4015436953,1,1,"Altsheler, Joseph A","A herald of the West;","elite",
"uc2.ark+=13960=t9w095f33",1874,1874,0,1874,"f","us",28.815932,0.2003263075,0,1,"Southworth, Emma Dorothy Eliza Nevitte","Victor's triumph","vulgar",
"uc2.ark+=13960=t9x060q9p",1921,1921,0,1921,"f","uk",24.7271173214,0.5394169796,1,1,"Bibesco, Elizabeth","I Have Only Myself to Blame","elite",
"uiug.30112001317798",1911,1911,0,1911,"f","us",31.6177759482,0.6021827896,1,1,"Wharton, Edith","Ethan Frome","elite",
"uiug.30112042040268",1922,1922,0,1922,"f","uk",23.5546999408,0.6935038441,1,1,"Sinclair, May","Anne Severn and the Fieldings","elite",
"uiuo.ark+=13960=t01z4t30j",1882,1882,0,1882,"f","uk",27.7028145027,0.3365855485,0,1,"Croker, B. M","Proper pride","vulgar",
"uiuo.ark+=13960=t02z1vk3v",1860,1860,0,1860,"m","us",33.9390004396,0.4117379446,0,1,"Bennett, Emerson","Forest and prairie;","vulgar",
"uiuo.ark+=13960=t06x0132p",1872,1872,0,1872,"m","uk",38.1834479795,0.4550287955,0,1,"Tucker, Marwood","Michael Tresidder","vulgar",
"uiuo.ark+=13960=t0bv85013",1866,1866,0,1866,"m","uk",35.5063801628,0.6084233765,1,1,"Yates, Edmund Hodgson","Land at last","elite",
"uiuo.ark+=13960=t0ht34v35",1877,1877,0,1877,,"uk",29.7484442779,0.3143960447,0,1,"Lloyd, Jessie Sale","The Hazelhurst mystery","vulgar",
"uiuo.ark+=13960=t0ht38q7z",1863,1863,0,1863,"m","uk",34.5941765192,0.3955714558,1,1,"Taylor, Meadows","Tara","elite",
"uiuo.ark+=13960=t0jt09500",1889,1889,0,1889,"m","uk",35.5717379931,0.6869649833,1,1,"Russell, William Clark","Marooned","elite",
"uiuo.ark+=13960=t0ks7cx66",1871,1871,0,1871,"f","uk",33.8102486818,0.6791821769,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t0pr8g01w",1869,1869,0,1869,"m","uk",30.4884040409,0.7671173217,1,1,"McCarthy, Justin","My enemy's daughter","elite",
"uiuo.ark+=13960=t0qr5b28p",1870,1870,0,1870,"m","uk",33.464894671,0.4020935901,0,1,"Leigh, Alfred","Maud Atherton","vulgar",
"uiuo.ark+=13960=t0tq6857p",1851,1851,0,1851,"f","uk",32.0197700673,0.3714700638,1,1,"Dalrymple, J. Elphinstone","The Livingstones","elite",
"uiuo.ark+=13960=t0tq6hk31",1851,1851,0,1851,"f","uk",31.0612858709,0.5943361529,1,1,"Ponsonby, Emily","Clare Abbey, or, The trials of youth","elite",
"uiuo.ark+=13960=t0tq6k46g",1880,1880,0,1880,"f","uk",30.8269755178,0.6367801378,1,1,"Walford, Lucy Bethia","Troublesome daughters","elite",
"uiuo.ark+=13960=t0vq38v4c",1889,1889,0,1889,"f","uk",33.0720524848,0.6303724428,0,1,"Fane, Violet","The story of Helen Davenant","vulgar",
"uiuo.ark+=13960=t0vq3kb3w",1879,1879,0,1879,"m",,37.7236960713,0.1839979119,0,1,"Newall, John","Nature's nobility","vulgar",
"uiuo.ark+=13960=t0zp49h3s",1890,1890,0,1890,"f","uk",30.7405433416,0.5044899796,0,1,"Carey, Rosa Nouchette","Lover or friend?","vulgar",
"uiuo.ark+=13960=t12n5tf8r",1877,1877,0,1877,"m","uk",38.9283359926,0.3925772029,0,1,"Durrant, Valentine","A modern minister","vulgar",
"uiuo.ark+=13960=t13n2dw98",1884,1884,0,1884,"f","uk",32.1258342522,0.5519246286,1,1,"Lyall, Edna","We two","elite",
"uiuo.ark+=13960=t13n2tm28",1869,1869,0,1869,"f","uk",26.9001110966,0.2574796605,0,1,"Veitch, Sophie F. F","Wise as a serpent","vulgar",
"uiuo.ark+=13960=t16m3hs4q",1876,1876,0,1876,"u",,36.6427319195,0.6927664371,0,1,"Chandler, W. A","Thrice","vulgar",
"uiuo.ark+=13960=t17m0j24w",1877,1877,0,1877,"m","uk",38.481454415,0.5270727818,1,1,"Allardyce, Alexander","The city of sunshine","elite",
"uiuo.ark+=13960=t19k4x25q",1851,1851,0,1851,"f","uk",31.577870632,0.6022935423,1,1,"Oliphant, Margaret","Merkland","elite",
"uiuo.ark+=13960=t19k5018x",1874,1874,0,1874,"m","uk",36.9358847075,0.4322752094,0,1,"Solly, Henry","Gerald and his friend the doctor","vulgar",
"uiuo.ark+=13960=t1bk1r841",1877,1877,0,1877,"m","uk",24.9566111447,0.5840637193,0,1,"De Fonblanque, Albany","Bad luck","vulgar",
"uiuo.ark+=13960=t1fj2v76r",1854,1854,0,1854,"m","uk",31.4760800036,0.3400875,1,1,"Gibson, Charles B","The last earl of Desmond","elite",
"uiuo.ark+=13960=t1fj34d94",1885,1885,0,1885,"m","uk",28.3863257271,0.4963353641,0,1,"Wingfield, Lewis","Barbara Philpot","vulgar",
"uiuo.ark+=13960=t1fj3570z",1871,1871,0,1871,"f","uk",33.6803290914,0.7776038261,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t1kh15m3g",1865,1865,0,1865,"f","us",36.755050183,0.5888813228,1,1,"Foxton, E","Herman, or, Young knighthood","elite",
"uiuo.ark+=13960=t1mg8892t",1863,1863,0,1863,"m","uk",33.9170354186,0.397464633,1,1,"Taylor, Meadows","Tara","elite",
"uiuo.ark+=13960=t1pg1z41b",1887,1887,0,1887,"m","uk",32.1592759851,0.7544839588,1,1,"Barry, William Francis","The new Antigone","elite",
"uiuo.ark+=13960=t1qf91c76",1880,1880,0,1880,"f","uk",22.7225880239,0.6078562345,0,1,"Colvill, Helen Hester","A dreamer","vulgar",
"uiuo.ark+=13960=t1qf9bh67",1889,1889,0,1889,"m","uk",37.4181756235,0.7309453575,1,1,"Russell, William Clark","Marooned","elite",
"uiuo.ark+=13960=t1sf38n52",1879,1879,0,1879,"f","uk",39.6055702944,0.3731930863,1,1,"Keary, Annie","A doubting heart","elite",
"uiuo.ark+=13960=t1tf0h21k",1871,1871,0,1871,"f","uk",32.4853414358,0.8329214903,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t1wd4h96x",1879,1879,0,1879,"f","uk",33.9782725129,0.6226773945,0,1,"Tabor, Eliza","The last of her line","vulgar",
"uiuo.ark+=13960=t20c59n08",1875,1875,0,1875,"m","uk",37.862786358,0.8442836069,0,1,"Dering, Edward Heneage","Sherborne, or, The house at the four ways","vulgar",
"uiuo.ark+=13960=t2697np18",1850,1850,0,1850,"f","uk",59.6768179565,0.4991010777,0,1,"Lytton, Rosina Bulwer Lytton","Miriam Sedley; or, The tares and the wheat","vulgar",
"uiuo.ark+=13960=t2794f36r",1877,1877,0,1877,"m","uk",35.3474357267,0.2115910929,1,1,"Allardyce, Alexander","The city of sunshine","elite",
"uiuo.ark+=13960=t2988h62s",1887,1887,0,1887,"m","uk",32.6544695631,0.7216432615,1,1,"Barry, William Francis","The new Antigone","elite",
"uiuo.ark+=13960=t2b85k82p",1866,1866,0,1866,"m","uk",28.0040785643,0.6015766357,0,1,"Chorley, Henry Fothergill","A prodigy","vulgar",
"uiuo.ark+=13960=t2b85wr4n",1880,1880,0,1880,"m","uk",30.7083895024,0.6419973673,0,1,"Christie-Murray, David","A life's atonement","vulgar",
"uiuo.ark+=13960=t2d79qg2t",1880,1880,0,1880,"m","uk",36.6592835074,0.4837154207,0,1,"Greg, Percy","Errant","vulgar",
"uiuo.ark+=13960=t2h70xd4w",1879,1879,0,1879,"f","uk",40.0936517384,0.5827034353,1,1,"Keary, Annie","A doubting heart","elite",
"uiuo.ark+=13960=t2h70xs59",1875,1875,0,1875,"m","uk",29.7459605164,0.6179337107,1,1,"MacDonald, George","Malcolm","elite",
"uiuo.ark+=13960=t2j684v7n",1861,1861,0,1861,"m","uk",31.7982685843,0.7515203867,1,1,"Dickens, Charles","Great expectations","elite",
"uiuo.ark+=13960=t2k65210v",1873,1873,0,1873,"f","uk",30.2115456005,0.764459961,1,1,"Oliphant, Margaret","May","elite",
"uiuo.ark+=13960=t2q53818b",1860,1860,0,1860,,"us",49.3168090316,0.4371972036,0,1,"anonymous0","The Yankee slave-dealer;","vulgar",
"uiuo.ark+=13960=t2q538k90",1866,1866,0,1866,"m","uk",35.388125665,0.3842188865,1,1,"Yates, Edmund Hodgson","Land at last","elite",
"uiuo.ark+=13960=t2r50508t",1868,1868,0,1868,"m","uk",27.8426352357,0.6831384943,1,1,"MacDonald, George","Robert Falconer","elite",
"uiuo.ark+=13960=t2s46xt21",1855,1855,0,1855,"m","uk",33.3293943343,0.2805135645,0,1,"Carter, Robert S","Talbot Hall","vulgar",
"uiuo.ark+=13960=t2s46z17j",1864,1864,0,1864,"m",,41.8299345727,0.8294241907,0,1,"anonymous2","Captain Herbert","vulgar",
"uiuo.ark+=13960=t2v41110q",1880,1880,0,1880,"m","uk",28.3035485538,0.6278355059,1,1,"Aïdé, Hamilton","Poet and peer","elite",
"uiuo.ark+=13960=t2x35dr9t",1871,1871,0,1871,"m","uk",49.0271047737,0.379951711,0,1,"Scott, Geo. G","Clumber chase; or, Love's riddle solved by a royal sphinx","vulgar",
"uiuo.ark+=13960=t3126gn25",1881,1881,0,1881,"f","uk",31.5284153315,0.3139027017,0,1,"Lean, Florence","My sister the actress","vulgar",
"uiuo.ark+=13960=t3223dc0z",1885,1885,0,1885,"f","uk",26.8452973712,0.5930099525,1,1,"Malet, Lucas","Colonel Enderby's wife","elite",
"uiuo.ark+=13960=t3417852c",1880,1880,0,1880,"m","uk",28.1483521992,0.6292190874,1,1,"Aïdé, Hamilton","Poet and peer","elite",
"uiuo.ark+=13960=t3417gh0c",1863,1863,0,1863,"f","us",32.2382363902,0.4079118277,0,1,"Evans, Augusta J","Macaria","vulgar",
"uiuo.ark+=13960=t3611dm26",1869,1869,0,1869,"m","uk",30.8863556169,0.3345851275,0,1,"Gibbon, Charles","Robin Gray","vulgar",
"uiuo.ark+=13960=t3708cf7k",1852,1852,0,1852,"m","uk",35.4015784171,0.522867202,0,1,"Belfast, Frederick Richard Chichester","The farce of life","vulgar",
"uiuo.ark+=13960=t3708f59s",1866,1866,0,1866,"f","uk",25.0481258092,0.4140312722,1,1,"Edwards, Amelia Ann Blanford","Half a million of money ;","elite",
"uiuo.ark+=13960=t3708kh4h",1868,1868,0,1868,"m","uk",31.1126875649,0.5727634048,1,1,"MacDonald, George","Robert Falconer","elite",
"uiuo.ark+=13960=t39z9dj6h",1877,1877,0,1877,"m","uk",36.8390247366,0.4342079767,1,1,"Allardyce, Alexander","The city of sunshine","elite",
"uiuo.ark+=13960=t39z9hj0v",1870,1870,0,1870,"u",,33.185217234,0.496169138,0,1,"Author of No appeal","Gerald Hastings of Barton","vulgar",
"uiuo.ark+=13960=t3bz6fw2n",1871,1871,0,1871,"f","uk",27.3191555899,0.3055452117,0,1,"Bell, Emily Ernst","A first appearance","vulgar",
"uiuo.ark+=13960=t3cz3kz69",1869,1869,0,1869,"m","uk",31.4798996668,0.4550234078,0,1,"Gibbon, Charles","Robin Gray","vulgar",
"uiuo.ark+=13960=t3gx4pc1g",1871,1871,0,1871,"m","uk",32.5943054132,0.1906437405,0,1,"Fenn, George Manville","By birth a lady","vulgar",
"uiuo.ark+=13960=t3jw8nr85",1893,1893,0,1893,"m","us",30.6056164615,0.5793736033,1,1,"Allen, Grant","The scallywag","elite",
"uiuo.ark+=13960=t3nv9qx3s",1887,1887,0,1887,"m","uk",30.1857365845,0.6277030298,1,1,"Barry, William Francis","The new Antigone","elite",
"uiuo.ark+=13960=t3nv9vg5k",1854,1854,0,1854,"m","uk",44.2463279033,0.3310750002,1,1,"Grant, James","Philip Rollo, or, The Scottish musketeers","elite",
"uiuo.ark+=13960=t3pv7527f",1868,1868,0,1868,"f","uk",42.7157220178,0.6568652158,0,1,"Tabor, Eliza","Jeanie's quiet life","vulgar",
"uiuo.ark+=13960=t3rv0v43n",1893,1893,0,1893,"m","us",30.1478331944,0.5494414131,1,1,"Allen, Grant","The scallywag","elite",
"uiuo.ark+=13960=t3rv0xg5x",1857,1857,0,1857,"m","uk",28.1579919338,0.5114465658,0,1,"Elton, Arthur Hallam","Below the surface","vulgar",
"uiuo.ark+=13960=t3st7v616",1878,1878,0,1878,"f","uk",33.4965984383,0.5629362732,0,1,"Armitt, Annie","The garden at Monkholme","vulgar",
"uiuo.ark+=13960=t3xs6018h",1882,1882,0,1882,"m","uk",26.2031253019,0.2818544821,0,1,"Barrett, Frank","A prodigal's progress","vulgar",
"uiuo.ark+=13960=t3xs60k95",1893,1893,0,1893,"m","us",32.0721571844,0.6709665155,1,1,"Allen, Grant","The scallywag","elite",
"uiuo.ark+=13960=t41r7d247",1874,1874,0,1874,"m","uk",33.183402755,0.5325727092,0,1,"Payn, James","The best of husbands","vulgar",
"uiuo.ark+=13960=t41r7f89r",1855,1855,0,1855,"f","uk",29.1306019243,0.3687368416,0,1,"Sewell, Elizabeth Missing","Cleve Hall","vulgar",
"uiuo.ark+=13960=t42r4bj1d",1867,1867,0,1867,"m","uk",31.903891443,0.5368876541,0,1,"Kirkus, William","Only to be married","vulgar",
"uiuo.ark+=13960=t43r1cm88",1878,1878,0,1878,"m","uk",29.0272641511,0.7971637508,0,1,"Lockhart, Laurence W. M","Mine is thine","vulgar",
"uiuo.ark+=13960=t44q87z39",1886,1886,0,1886,"m","uk",24.9130503477,0.527243943,0,1,"Dowling, Richard","Tempest-driven","vulgar",
"uiuo.ark+=13960=t44q8885q",1877,1877,0,1877,"f","uk",29.1291504282,0.5211231689,0,1,"Edwards, Matilda Betham","Bridget","vulgar",
"uiuo.ark+=13960=t46q2mg0g",1861,1861,0,1861,"f","uk",38.0572102152,0.3397400111,0,1,"Smythies, Harriet Maria Gordon","The Daily Governess","vulgar",
"uiuo.ark+=13960=t47p9mm6s",1889,1889,0,1889,"m","uk",35.300650397,0.6656149023,1,1,"Russell, William Clark","Marooned","elite",
"uiuo.ark+=13960=t49p3nb8x",1887,1887,0,1887,,,30.1190904456,0.4165519776,0,1,"Philips, F. C","The dean and his daughter","vulgar",
"uiuo.ark+=13960=t49p3pp7b",1875,1875,0,1875,"f","uk",31.8588115152,0.7248242548,0,1,"Tabor, Eliza","Eglantine","vulgar",
"uiuo.ark+=13960=t4dn4fz70",1859,1859,0,1859,"m","uk",34.9662302846,0.3782224179,0,1,"Cornwallis, Kinahan","Wreck and ruin: or, Modern society","vulgar",
"uiuo.ark+=13960=t4gm8k930",1884,1884,0,1884,"m","uk",30.4547513023,0.202791045,0,1,"Fenn, George Manville","Sweet Mace","vulgar",
"uiuo.ark+=13960=t4gm8rt0b",1886,1886,0,1886,"m","uk",31.943268271,0.645649799,1,1,"Norris, W. E","A bachelor's blunder","elite",
"uiuo.ark+=13960=t4hm5w02c",1879,1879,0,1879,"u",,34.284758834,0.1706486524,0,1,"Noble, Frances","Violet Mortimer","vulgar",
"uiuo.ark+=13960=t4jm2n11m",1866,1866,0,1866,"f","uk",26.9259117031,0.5004699891,1,1,"Edwards, Amelia Ann Blanford","Half a million of money ;","elite",
"uiuo.ark+=13960=t4kk9x89j",1895,1895,0,1895,"m","uk",30.1053614977,0.2724106038,0,1,"Robinson, F. W","The woman in the dark","vulgar",
"uiuo.ark+=13960=t4rj4zt7g",1865,1865,0,1865,"f","uk",25.3468827698,0.6010166387,0,1,"Manning, Anne","Belforest","vulgar",
"uiuo.ark+=13960=t4rj5462f",1871,1871,0,1871,"m","uk",38.345228445,0.5548121066,1,1,"Yates, Edmund Hodgson","Dr. Wainwright's patient","elite",
"uiuo.ark+=13960=t4th9616r",1894,1894,0,1894,"f","uk",27.5545354098,0.3592531321,0,1,"Carey, Rosa Nouchette","The old, old story","vulgar",
"uiuo.ark+=13960=t4vh67901",1891,1891,0,1891,"m","uk",26.4870664288,0.5156567392,1,1,"Barrie, J. M","The little minister","elite",
"uiuo.ark+=13960=t4xh0999j",1871,1871,0,1871,"f","uk",33.4442767712,0.887095532,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t4zg74x38",1887,1887,0,1887,"f","uk",29.4166069525,0.5943907602,0,1,"Linskill, Mary","In exchange for a soul;","vulgar",
"uiuo.ark+=13960=t4zg79m6r",1869,1869,0,1869,"m","uk",29.0347294371,0.7658152652,1,1,"McCarthy, Justin","My enemy's daughter","elite",
"uiuo.ark+=13960=t50g48799",1868,1868,0,1868,"m","uk",30.8476520516,0.5743329214,1,1,"Lever, Charles James","The Bramleighs of Bishop's Folly","elite",
"uiuo.ark+=13960=t50g4c509",1871,1871,0,1871,"f","uk",33.4111315779,0.8087240388,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t51g1046c",1889,1889,0,1889,"f","uk",29.4589287013,0.690878333,1,1,"Carr, Alice Vansittart (Strettell)","Margaret Maliphant","elite",
"uiuo.ark+=13960=t51g1d15h",1871,1871,0,1871,"f","uk",32.9830091491,0.7723361984,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t53f5dr3r",1878,1878,0,1878,"m","uk",31.7241151984,0.1729579425,0,1,"Vereker, Charles Smyth","The child of the desert","vulgar",
"uiuo.ark+=13960=t56d6ds4n",1873,1873,0,1873,"f","uk",31.0946151132,0.8590740104,1,1,"Oliphant, Margaret","May","elite",
"uiuo.ark+=13960=t58d0f39v",1875,1875,0,1875,"m","uk",33.3399365647,0.6457492734,1,1,"MacDonald, George","Malcolm","elite",
"uiuo.ark+=13960=t59c77k98",1870,1870,0,1870,"f","uk",32.2766351545,0.5613114941,0,1,"Bothmer, Marie","Strong hands and steadfast hearts","vulgar",
"uiuo.ark+=13960=t5cc1pz8f",1861,1861,0,1861,"m","uk",31.869620472,0.6274068702,1,1,"Dickens, Charles","Great expectations","elite",
"uiuo.ark+=13960=t5db8pf3x",1863,1863,0,1863,"m","uk",31.5967597602,0.280862542,1,1,"Taylor, Meadows","Tara","elite",
"uiuo.ark+=13960=t5fb5fx5f",1854,1854,0,1854,"m","uk",43.9804496374,0.4736204171,1,1,"Grant, James","Philip Rollo, or, The Scottish musketeers","elite",
"uiuo.ark+=13960=t5fb5p49z",1851,1851,0,1851,"f","uk",31.0183129191,0.6317761279,1,1,"Ponsonby, Emily","Clare Abbey, or, The trials of youth","elite",
"uiuo.ark+=13960=t5h99rx11",1889,1889,0,1889,"f","uk",29.3849475513,0.4111235934,0,1,"Smith, Constance","The repentance of Paul Wentworth","vulgar",
"uiuo.ark+=13960=t5h99sh0k",1880,1880,0,1880,"f","uk",32.0918162769,0.6585089396,1,1,"Walford, Lucy Bethia","Troublesome daughters","elite",
"uiuo.ark+=13960=t5j96qq51",1851,1851,0,1851,"f","uk",30.0259427877,0.486516846,1,1,"Oliphant, Margaret","Merkland","elite",
"uiuo.ark+=13960=t5t72pq4d",1880,1880,0,1880,"m","uk",29.1626530446,0.7201328217,1,1,"Aïdé, Hamilton","Poet and peer","elite",
"uiuo.ark+=13960=t5t733b8r",1891,1891,0,1891,"m","uk",26.7428532781,0.5581247577,1,1,"Barrie, J. M","The little minister","elite",
"uiuo.ark+=13960=t6154zd7b",1866,1866,0,1866,"f","uk",26.80062606,0.4768832017,1,1,"Edwards, Amelia Ann Blanford","Half a million of money ;","elite",
"uiuo.ark+=13960=t64462k75",1854,1854,0,1854,"m","uk",34.3269043881,0.2978836737,1,1,"Gibson, Charles B","The last earl of Desmond","elite",
"uiuo.ark+=13960=t65439787",1886,1886,0,1886,"f","uk",32.773878458,0.6139338322,1,1,"Lawless, Emily","Hurrish","elite",
"uiuo.ark+=13960=t6834cj82",1851,1851,0,1851,"f","uk",30.1182590661,0.6657745842,1,1,"Oliphant, Margaret","Merkland","elite",
"uiuo.ark+=13960=t6834h65s",1871,1871,0,1871,"f","uk",32.622884369,0.7417681167,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t6f198m6h",1861,1861,0,1861,"m","uk",26.275109645,0.7573601735,0,1,"Cook, Dutton","Paul Foster's daughter","vulgar",
"uiuo.ark+=13960=t6h13936j",1886,1886,0,1886,"m","uk",27.6880196525,0.8433251246,1,1,"Besant, Walter","Children of Gibeon","elite",
"uiuo.ark+=13960=t6h13np7s",1885,1885,0,1885,"m","uk",28.4719723714,0.2591959102,0,1,"Smart, Hawley","Tie and trick","vulgar",
"uiuo.ark+=13960=t6k07g132",1869,1869,0,1869,"m","uk",32.012099373,0.3963450379,0,1,"Gibbon, Charles","Robin Gray","vulgar",
"uiuo.ark+=13960=t6m04st95",1891,1891,0,1891,"m","uk",26.3385948116,0.5558953404,1,1,"Barrie, J. M","The little minister","elite",
"uiuo.ark+=13960=t6sx6t891",1868,1868,0,1868,"m","uk",28.9770003087,0.6258561744,1,1,"MacDonald, George","Robert Falconer","elite",
"uiuo.ark+=13960=t6xw4qm1j",1852,1852,0,1852,"m","uk",28.8025870553,0.5196949333,0,1,"Cole, Alfred Whaley","Hope","vulgar",
"uiuo.ark+=13960=t73t9tx1v",1866,1866,0,1866,"m","uk",34.4896174254,0.1356847721,0,1,"Armstrong, F. C","Our blue jackets, afloat and ashore","vulgar",
"uiuo.ark+=13960=t73v07t79",1871,1871,0,1871,"m","uk",35.0043344866,0.4103774737,1,1,"Yates, Edmund Hodgson","Dr. Wainwright's patient","elite",
