"docid","actualdate","earliestdate","firstpub","tags","recordid","OCLC","author","imprint","enumcron","title","pubrev","judge","impaud","yrrev","pubname","birthdate","gender","nationality","othername","notes","canon","path","authsvols","publisher"
"dul1.ark+=13960=t1fj34z1f",1871,1871,1871,"elite",10943835,7017241,"Lytton, Edward Bulwer Lytton","Edinburgh;London;W. Blackwood and sons;1871.",,"The coming race","rev","pos",,1871,"BM",1803,"m","uk",,,,"dul1/pairtree_root/ar/k+/=1/39/60/=t/1f/j3/4z/1f/ark+=13960=t1fj34z1f/dul1.ark+=13960=t1fj34z1f.json.bz2",671,"Blackwood"
"uc2.ark+=13960=t5fb4z81t",1871,1871,1871,"vulgar",,,"Greey, Edward","J.E. Tilton & co.;1871.",,"Blue jackets",,,,,,1835,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5f/b4/z8/1t/ark+=13960=t5fb4z81t/uc2.ark+=13960=t5fb4z81t.json.bz2",11,"Tilton"
"uiuo.ark+=13960=t6834h65s",1871,1871,1871,"elite",8721591,308073,"Eliot, George","Edinburgh;W. Blackwood;1871-72.","v.4: pt 2","Middlemarch: a study of provincial life","rev","pos",,1873,"FR",1819,"f","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/68/34/h6/5s/ark+=13960=t6834h65s/uiuo.ark+=13960=t6834h65s.json.bz2",562,"Blackwood"
"uc2.ark+=13960=t3610xb6c",1871,1871,1871,"vulgar",,,"Harbert, Lizzie Boynton","Des Moines;Mills & Co.;1871.",,"Out of her sphere",,,,,,1843,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/36/10/xb/6c/ark+=13960=t3610xb6c/uc2.ark+=13960=t3610xb6c.json.bz2",1,"Des Moines Mills"
"nyp.33433074961974",1872,1872,1872,"vulgar",,,"anonymous3","Boston;J.R. Osgood & Co.;1872.",,"Only three weeks",,,,,,,,,,,,"nyp/pairtree_root/33/43/30/74/96/19/74/33433074961974/nyp.33433074961974.json.bz2",0,"Osgood"
"uc2.ark+=13960=t4mk66200",1872,1872,1872,"vulgar",,,"Mathews, Joanna Hooe","New York;R. Carter and brothers;1872.",,"Jessie's parrot",,,,,,1849,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4m/k6/62/00/ark+=13960=t4mk66200/uc2.ark+=13960=t4mk66200.json.bz2",6,"Carter"
"uiuo.ark+=13960=t06x0132p",1872,1872,1872,"vulgar",,,"Tucker, Marwood","London;R. Bentley & Son;1872.",,"Michael Tresidder",,,,,,1836,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/06/x0/13/2p/ark+=13960=t06x0132p/uiuo.ark+=13960=t06x0132p.json.bz2",2,"Bentley"
"wu.89098026875",1872,1872,1872,"vulgar",,,"Greenough, Richard S., Mrs","Boston;Roberts Brothers;1872.",,"In extremis",,,,,,1819,"f","us",,,,"wu/pairtree_root/89/09/80/26/87/5/89098026875/wu.89098026875.json.bz2",5,"Roberts"
"nyp.33433074890074",1889,1872,1872,"elite",8667272,28136856,"Meredith, George","London;Chapman and Hall;1889.",,"The adventures of Harry Richmond","rev",,,1872,"BM",1828,"m","uk",,,,"nyp/pairtree_root/33/43/30/74/89/00/74/33433074890074/nyp.33433074890074.json.bz2",500,"Chapman Hall"
"uc2.ark+=13960=t6n010f2h",1873,1872,1872,"vulgar",,,"Dorr, Julia C. R","Philadelphia;J. B. Lippincott & Co.;1873.",,"Expiation",,,,,,1825,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/6n/01/0f/2h/ark+=13960=t6n010f2h/uc2.ark+=13960=t6n010f2h.json.bz2",7,"Lippincott"
"uc1.b2791154",1872,1872,1872,"elite",7369164,7023826,"Shand, Alexander Innes","London;Smith, Elder;1872.","v. 1-3","Shooting the rapids","rev",,,1872,"BM",1832,"m","uk",,,,"uc1/pairtree_root/b2/79/11/54/b2791154/uc1.b2791154.json.bz2",5,"Smith Elder"
"nyp.33433081962098",1872,1872,1872,"vulgar",,,"Wright, Julia McNair","Philadelphia;A. Martien;1872.",,"Marion through the brush",,,,,,1840,"f","us",,,,"nyp/pairtree_root/33/43/30/81/96/20/98/33433081962098/nyp.33433081962098.json.bz2",17,"Martien"
"njp.32101067643351",1872,1872,1872,"vulgar",,,"Estvan, Mathilde","New York;Putnam;1872.",,"Harry Delaware",,,,,,,"f","us",,,,"njp/pairtree_root/32/10/10/67/64/33/51/32101067643351/njp.32101067643351.json.bz2",2,"Putnam"
"uiuo.ark+=13960=t9668r34m",1872,1872,1872,"vulgar",,,"Chatterton, Georgiana","London;Hurst and Blackett;1872.",,"The lost bride",,,,,,1806,"f","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/96/68/r3/4m/ark+=13960=t9668r34m/uiuo.ark+=13960=t9668r34m.json.bz2",32,"Hurst Blackett"
"nnc1.cr60162589",1872,1872,1872,"vulgar",,,"Paull, M. A","Glasgow;John S. Marr & Sons;1872] .",,"My parish and what happened in it / Mary Anna (Paull) Ripley",,,,,,1838,"f","uk",,,,"nnc1/pairtree_root/cr/60/16/25/89/cr60162589/nnc1.cr60162589.json.bz2",1,"John Marr"
"uc2.ark+=13960=t5m902m17",1872,1872,1872,"elite",7655471,274709,"De Mille, James","Harper & brothers;1872.",,"The American baron","rev","pos",,1872,"ATL",1833,"m","ca",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5m/90/2m/17/ark+=13960=t5m902m17/uc2.ark+=13960=t5m902m17.json.bz2",25,"Harper"
"uiuo.ark+=13960=t9k36cm5w",1872,1872,1872,"elite",8720219,47530505,"Palgrave, William Gifford","London;H.S. King & co.;1872.","v.2","Hermann Agha: an eastern narrative","rev",,,1872,"FR",1826,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/9k/36/cm/5w/ark+=13960=t9k36cm5w/uiuo.ark+=13960=t9k36cm5w.json.bz2",4,"King"
"nyp.33433076066061",1872,1872,1872,"elite",8690283,6155541,"Flagg, W. J","New York;Harper & Brothers;1872.",,"A good investment","rev","pos",,1872,"ATL",1818,"m","us",,,,"nyp/pairtree_root/33/43/30/76/06/60/61/33433076066061/nyp.33433076066061.json.bz2",1,"Harper"
"uc2.ark+=13960=t4bp0174c",1872,1872,1872,"vulgar",,,"Burnand, F. C","Boston;Roberts Brothers;1872.",,"Happy-thought hall",,,,,,1836,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4b/p0/17/4c/ark+=13960=t4bp0174c/uc2.ark+=13960=t4bp0174c.json.bz2",24,"Roberts"
"nyp.33433034410518",1872,1872,1872,"elite",8609555,38453555,"Edwards, Annie","London;R. Bentley and Son;1872.",,"Ought we to visit her?","rev","pos",,1872,"ATL",1830,"f","uk",,,,"nyp/pairtree_root/33/43/30/34/41/05/18/33433034410518/nyp.33433034410518.json.bz2",29,"Bentley"
"dul1.ark+=13960=t3jw91q2r",1872,1872,1872,"elite",10942413,2735354,"Butler, Samuel","London;Trí_bner & Co. ...;1872.",,"Erewhon, or, Over the range","rev",,,1872,"FR",1835,"m","uk",,,,"dul1/pairtree_root/ar/k+/=1/39/60/=t/3j/w9/1q/2r/ark+=13960=t3jw91q2r/dul1.ark+=13960=t3jw91q2r.json.bz2",52,"Trí Bner"
"uiuo.ark+=13960=t7jq1jx3g",1872,1872,1872,"elite",8720219,47530505,"Palgrave, William Gifford","London;H.S. King & co.;1872.","v.1","Hermann Agha: an eastern narrative","rev",,,1872,"FR",1826,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/7j/q1/jx/3g/ark+=13960=t7jq1jx3g/uiuo.ark+=13960=t7jq1jx3g.json.bz2",4,"King"
"nyp.33433082521166",1872,1872,1872,"elite",8692446,332921,"Diaz, Abby Morton","Boston;J. R. Osgood and Company;1872.",,"William Henry and his friends","rev",,,1872,"ATL",1821,"f","us",,,,"nyp/pairtree_root/33/43/30/82/52/11/66/33433082521166/nyp.33433082521166.json.bz2",13,"Osgood"
"uiuo.ark+=13960=t7vm4tf4w",1873,1873,1873,"elite",8721494,21920824,"Oliphant, Margaret","London;Hurst and Blackett;1873.","v.3","May","rev",,,1873,"BM",1828,"f","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/7v/m4/tf/4w/ark+=13960=t7vm4tf4w/uiuo.ark+=13960=t7vm4tf4w.json.bz2",305,"Hurst Blackett"
"njp.32101067644789",1873,1873,1873,"vulgar",,,"Fogerty, J","London;Strahan & Co.;1873.",,"Lauterdale",,,,,,1831,"m","uk",,,,"njp/pairtree_root/32/10/10/67/64/47/89/32101067644789/njp.32101067644789.json.bz2",7,"Strahan"
"uc2.ark+=13960=t3tt4g49s",1873,1873,1873,"vulgar",,,"Optic, Oliver","Boston;Lee and Shepard;New York;Lee, Shepard and Dillingham;1873.",,"In school and out;",,,,,,1822,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/3t/t4/g4/9s/ark+=13960=t3tt4g49s/uc2.ark+=13960=t3tt4g49s.json.bz2",110,"Lee Shepard Dillingham"
"nyp.33433074866538",1873,1873,1873,"elite",8665630,6218208,"Kip, Leonard","New York;G. P. Putnam's Sons;1873.",,"The dead marquise;","rev","neg",,1873,"ATL",1826,"m","us",,,,"nyp/pairtree_root/33/43/30/74/86/65/38/33433074866538/nyp.33433074866538.json.bz2",4,"Putnam"
"uiuo.ark+=13960=t7gq76w1k",1873,1873,1873,"vulgar",,,"Collins, Mortimer","London;H.S. King;1873.",,"Miranda",,,,,,1827,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/7g/q7/6w/1k/ark+=13960=t7gq76w1k/uiuo.ark+=13960=t7gq76w1k.json.bz2",49,"King"
"uiuo.ark+=13960=t56d6ds4n",1873,1873,1873,"elite",8721494,21920824,"Oliphant, Margaret","London;Hurst and Blackett;1873.","v.2","May","rev",,,1873,"BM",1828,"f","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/56/d6/ds/4n/ark+=13960=t56d6ds4n/uiuo.ark+=13960=t56d6ds4n.json.bz2",305,"Hurst Blackett"
"uiuo.ark+=13960=t2k65210v",1873,1873,1873,"elite",8721494,21920824,"Oliphant, Margaret","London;Hurst and Blackett;1873.","v.1","May","rev",,,1873,"BM",1828,"f","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/2k/65/21/0v/ark+=13960=t2k65210v/uiuo.ark+=13960=t2k65210v.json.bz2",305,"Hurst Blackett"
"nyp.33433076025463",1873,1873,0,"vulgar",,,"McKnight, Charles","Pittsburgh;Peoples monthly publishing co.;1873.",,"Old Fort Duquesne",,,,,,,"m","us",,,,"nyp/pairtree_root/33/43/30/76/02/54/63/33433076025463/nyp.33433076025463.json.bz2",3,"Pittsburgh Peoples Monthly"
"uiuo.ark+=13960=t51g10g4w",1873,1873,1873,"presentaselite",,,"Besant, Walter","London;Tinsley;1873.",,"My little girl",,,,,,1836,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/51/g1/0g/4w/ark+=13960=t51g10g4w/uiuo.ark+=13960=t51g10g4w.json.bz2",203,"Tinsley"
"uc2.ark+=13960=t1sf2mf2p",1898,1873,1873,"elite",7682431,4083035,"Peterson, Henry","Philadelphia;Coates;1898.",,"Pemberton, or, One hundred years ago","rev","neg",,1873,"ATL",1818,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/1s/f2/mf/2p/ark+=13960=t1sf2mf2p/uc2.ark+=13960=t1sf2mf2p.json.bz2",5,"Coates"
"uc2.ark+=13960=t4bp05k0k",1899,1873,1873,"elite",6131783,1806505,"Reade, Charles","Boston;Dana Estes;1899?",,"A simpleton","rev",,,1873,"FR",1814,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4b/p0/5k/0k/ark+=13960=t4bp05k0k/uc2.ark+=13960=t4bp05k0k.json.bz2",259,"Dana Estes"
"loc.ark+=13960=t6nz8x84q",1873,1873,1873,"elite",9609749,,"Leonowens, Anna Harriette","Boston;J. R. Osgood and company;1873.",,"The romance of the harem","rev","pos",,1873,"ATL",1831,"f","uk",,,,"loc/pairtree_root/ar/k+/=1/39/60/=t/6n/z8/x8/4q/ark+=13960=t6nz8x84q/loc.ark+=13960=t6nz8x84q.json.bz2",4,"Osgood"
"inu.32000006997615",1873,1873,1873,"elite",8570178,3508964,"Ritchie, Anne Thackeray","London;Smith, Elder, & co.;1873.",,"Old Kensington","rev",,,1873,"FR",1837,"f","uk",,,,"inu/pairtree_root/32/00/00/06/99/76/15/32000006997615/inu.32000006997615.json.bz2",46,"Smith Elder"
"njp.32101065600601",1873,1873,1873,"vulgar",,,"Whittlesey, Elsie Leigh","Philadelphia;Claxton, Remsen & Haffelfinger;1873.",,"The hemlock swamp",,,,,,,"f","us",,,,"njp/pairtree_root/32/10/10/65/60/06/01/32101065600601/njp.32101065600601.json.bz2",1,"Claxton Remsen Haffelfinger"
"uc1.b4104445",1874,1874,1874,"elite",5946500,961310,"Davis, Rebecca Harding","New York;Orange Judd company;c1874",,"John Andross","rev","pos",,1874,"ATL",1831,"f","us",,,,"uc1/pairtree_root/b4/10/44/45/b4104445/uc1.b4104445.json.bz2",19,"Orange Judd"
"uiuo.ark+=13960=t41r7d247",1874,1874,1874,"vulgar",,,"Payn, James","London;R. Bentley and Son;1874.",,"The best of husbands",,,,,,1830,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/41/r7/d2/47/ark+=13960=t41r7d247/uiuo.ark+=13960=t41r7d247.json.bz2",109,"Bentley"
"uc2.ark+=13960=t9w095f33",1900,1874,1874,"vulgar",,,"Southworth, Emma Dorothy Eliza Nevitte","New York;A. L. Burt;n.d.",,"Victor's triumph",,,,,,1819,"f","us","Southworth, E. D. E. N. ",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/9w/09/5f/33/ark+=13960=t9w095f33/uc2.ark+=13960=t9w095f33.json.bz2",82,"Burt"
"njp.32101068152857",1874,1874,1874,"elite",8967824,3797848,"Hardy, Thomas","New York;H. Holt;1874.",,"Desperate remedies","rev","neg",,1874,"ATL",1840,"m","uk",,,,"njp/pairtree_root/32/10/10/68/15/28/57/32101068152857/njp.32101068152857.json.bz2",282,"Holt"
"uiuo.ark+=13960=t19k5018x",1874,1874,1874,"vulgar",,,"Solly, Henry","London;Chapman and Hall;1874.",,"Gerald and his friend the doctor",,,,,,1813,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/19/k5/01/8x/ark+=13960=t19k5018x/uiuo.ark+=13960=t19k5018x.json.bz2",8,"Chapman Hall"
"njp.32101066457969",1874,1874,1874,"elite",8928069,657209,"Cooke, John Esten","New York;Orange Judd Company;1874",,"Pretty Mrs. Gaston","rev",,,1874,"ATL",1830,"m","us",,,,"njp/pairtree_root/32/10/10/66/45/79/69/32101066457969/njp.32101066457969.json.bz2",54,"Orange Judd"
"uc2.ark+=13960=t16m33f86",1874,1874,1874,"elite",7661708,10891598,"Jay, W. M. L","New York;E.P. Dutton;1874.",,"Holden with the cords","rev",,,1874,"ATL",1833,"f","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/16/m3/3f/86/ark+=13960=t16m33f86/uc2.ark+=13960=t16m33f86.json.bz2",3,"Dutton"
"njp.32101068179041",1874,1874,1874,"vulgar",,,"Harwood, John Berwick","London;R. Bentley and Son;1874.",,"Lady Livingston's legacy",,,,,,1828,"m","uk",,,,"njp/pairtree_root/32/10/10/68/17/90/41/32101068179041/njp.32101068179041.json.bz2",12,"Bentley"
"uc1.b3327322",1874,1874,1874,"vulgar",,,"Montgomery, Florence","London;R. Bentley;1874.",,"Thwarted or Ducks' eggs in a hen's nest",,,,,,1843,"f","uk",,,,"uc1/pairtree_root/b3/32/73/22/b3327322/uc1.b3327322.json.bz2",29,"Bentley"
"uc1.b250353",1874,1874,1874,"vulgar",,,"Reade, Compton","London;R. Bentley;1874.",,"Rose and Rue",,,,,,1836,"f","uk",,,,"uc1/pairtree_root/$b/25/03/53/$b250353/uc1.$b250353.json.bz2",6,"Bentley"
"uc2.ark+=13960=t2n58cz1k",1874,1874,1874,"vulgar",6103027,,"Roe, Edward Payson","New York;Dodd & Mead;c1874",,"Opening a chestnut burr","rev",,,1874,"ATL",1838,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/2n/58/cz/1k/ark+=13960=t2n58cz1k/uc2.ark+=13960=t2n58cz1k.json.bz2",91,"Dodd Mead"
"uiuo.ark+=13960=t8pc3h23p",1874,1874,0,"vulgar",,,"De Jongh, Bertha","London;Richard Bentley and Son;1874.",,"The sisters Lawless",,,,,,,"f","uk","Noel, Rosa",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/8p/c3/h2/3p/ark+=13960=t8pc3h23p/uiuo.ark+=13960=t8pc3h23p.json.bz2",6,"Richard Bentley"
"uc2.ark+=13960=t8bg2j878",1874,1874,1874,"vulgar",,,"Reid, Christian","New York;D. Appleton and company;1874.",,"A daughter of Bohemia;",,,,,,1846,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/j8/78/ark+=13960=t8bg2j878/uc2.ark+=13960=t8bg2j878.json.bz2",33,"Appleton"
"uiuo.ark+=13960=t2h70xs59",1875,1875,1875,"elite",6059197,15139502,"MacDonald, George","London;H.S. King & co.;1875.","v.3","Malcolm","rev",,,1875,"BM",1824,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/2h/70/xs/59/ark+=13960=t2h70xs59/uiuo.ark+=13960=t2h70xs59.json.bz2",144,"King"
"mdp.39015046359850",1900,1875,1875,"elite",,,"James, Henry","Boston;Houghton Mifflin co.;1900?",,"Roderick Hudson",,,,,,1843,"m","us",,,,"mdp/pairtree_root/39/01/50/46/35/98/50/39015046359850/mdp.39015046359850.json.bz2",543,"Houghton Mifflin"
"uc2.ark+=13960=t1mg7mm2m",1875,1875,1875,"elite",7688224,11232419,"Gift, Theo","New York;H. Holt;1875.",,"Pretty Miss Bellew;","rev",,,1875,"ATL",1847,"f","uk","Boulger, D. Henrietta ",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/1m/g7/mm/2m/ark+=13960=t1mg7mm2m/uc2.ark+=13960=t1mg7mm2m.json.bz2",4,"Holt"
"uiuo.ark+=13960=t9183tc29",1875,1875,1875,"elite",6059197,15139502,"MacDonald, George","London;H.S. King & co.;1875.","v.1","Malcolm","rev",,,1875,"BM",1824,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/91/83/tc/29/ark+=13960=t9183tc29/uiuo.ark+=13960=t9183tc29.json.bz2",144,"King"
"uiuo.ark+=13960=t58d0f39v",1875,1875,1875,"elite",6059197,15139502,"MacDonald, George","London;H.S. King & co.;1875.","v.2","Malcolm","rev",,,1875,"BM",1824,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/58/d0/f3/9v/ark+=13960=t58d0f39v/uiuo.ark+=13960=t58d0f39v.json.bz2",144,"King"
"mdp.39015033520456",1907,1875,1875,"presentaselite",,,"Aldrich, Thomas Bailey","Boston;New York;Houghton, Mifflin company;c1907-c1911] (v. 1 [c1911])",,"The writings of Thomas Bailey Aldrich",,,,,,1836,"m","us",,,,"mdp/pairtree_root/39/01/50/33/52/04/56/39015033520456/mdp.39015033520456.json.bz2",114,"Houghton Mifflin"
"uc2.ark+=13960=t15m6701g",1875,1875,1875,"vulgar",,,"Mathers, Helen","London;R. Bentley;1875.",,"Comin' thro' the rye",,,,,,1853,"f","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/15/m6/70/1g/ark+=13960=t15m6701g/uc2.ark+=13960=t15m6701g.json.bz2",38,"Bentley"
"uiuo.ark+=13960=t20c59n08",1875,1875,1875,"vulgar",,,"Dering, Edward Heneage","London;Smith, Elder;1875.",,"Sherborne, or, The house at the four ways",,,,,,1827,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/20/c5/9n/08/ark+=13960=t20c59n08/uiuo.ark+=13960=t20c59n08.json.bz2",5,"Smith Elder"
"uiuo.ark+=13960=t49p3pp7b",1875,1875,1875,"vulgar",,,"Tabor, Eliza","London;Hurst and Blackett;1875.",,"Eglantine",,,,,,1835,"f","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/49/p3/pp/7b/ark+=13960=t49p3pp7b/uiuo.ark+=13960=t49p3pp7b.json.bz2",61,"Hurst Blackett"
"nyp.33433074940861",1875,1875,1875,"elite",8664166,17936028,"Twain, Mark","Hartford, Conn.;American Pub. Co.;1881, c1875.",,"The adventures of Tom Sawyer","rev","pos",,1875,"ATL",1835,"m","us",,,,"nyp/pairtree_root/33/43/30/74/94/08/61/33433074940861/nyp.33433074940861.json.bz2",509,"Hartford Conn American"
"uc1.b3322489",1875,1875,1875,"vulgar",,,"Hawthorne, Julian","New York;D. Appleton and Company;1877, c1875.",,"Garth",,,,,,1846,"m","us",,,,"uc1/pairtree_root/b3/32/24/89/b3322489/uc1.b3322489.json.bz2",103,"Appleton"
"nyp.33433075763866",1875,1875,1875,"vulgar",,,"Walsingham, Charlotte","Philadelphia;Claxton, Remsen & Haffelfinger;1875.",,"Annette;",,,,,,,"f","us",,,,"nyp/pairtree_root/33/43/30/75/76/38/66/33433075763866/nyp.33433075763866.json.bz2",1,"Claxton Remsen Haffelfinger"
"uc2.ark+=13960=t7np1x57p",1876,1876,1876,"elite",7660827,16573214,"Hale, Edward Everett","New York;Scribner;1891 [c1876",,"Philip Nolan's friends","rev",,,1877,"ATL",1822,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/7n/p1/x5/7p/ark+=13960=t7np1x57p/uc2.ark+=13960=t7np1x57p.json.bz2",80,"Scribner"
"uc2.ark+=13960=t1pg1nv9w",1876,1876,1876,"elite",6131638,13339593,"Broughton, Rhoda","London;R. Bentley;1876.","v.2","Joan","rev",,,1876,"FR",1840,"f","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/1p/g1/nv/9w/ark+=13960=t1pg1nv9w/uc2.ark+=13960=t1pg1nv9w.json.bz2",87,"Bentley"
"mdp.39015063761210",1876,1876,1876,"elite",280979,13154969,"Black, William","London;Macmillan and co.;1876.","v.2","Madcap Violet","rev",,,1876,"FR",1841,"m","uk",,,,"mdp/pairtree_root/39/01/50/63/76/12/10/39015063761210/mdp.39015063761210.json.bz2",279,"Macmillan"
"mdp.39015005616654",1876,1876,1876,"vulgar",,,"Brown, Oliver Madox-","London;Tinsley brothers;1876.",,"The Dwale bluth",,,,,,1855,"m","uk",,,,"mdp/pairtree_root/39/01/50/05/61/66/54/39015005616654/mdp.39015005616654.json.bz2",2,"Tinsley"
"mdp.39015063761202",1876,1876,1876,"elite",280979,13154969,"Black, William","London;Macmillan and co.;1876.","v.1","Madcap Violet","rev",,,1876,"FR",1841,"m","uk",,,,"mdp/pairtree_root/39/01/50/63/76/12/02/39015063761202/mdp.39015063761202.json.bz2",279,"Macmillan"
"njp.32101068175080",1876,1876,1876,"vulgar",,,"Butler, William Allen","New York;D. Appleton and Company;1876.",,"Mrs. Limber's raffle, or, A church fair and its victims",,,,,,1825,"m","us",,,,"njp/pairtree_root/32/10/10/68/17/50/80/32101068175080/njp.32101068175080.json.bz2",5,"Appleton"
"uc2.ark+=13960=t21c1zs54",1876,1876,1876,"elite",6131638,13339593,"Broughton, Rhoda","London;R. Bentley;1876.","v.1","Joan","rev",,,1876,"FR",1840,"f","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/21/c1/zs/54/ark+=13960=t21c1zs54/uc2.ark+=13960=t21c1zs54.json.bz2",87,"Bentley"
"uc2.ark+=13960=t5x63gm9z",1876,1876,1876,"elite",6131638,13339593,"Broughton, Rhoda","London;R. Bentley;1876.","v.3","Joan","rev",,,1876,"FR",1840,"f","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/gm/9z/ark+=13960=t5x63gm9z/uc2.ark+=13960=t5x63gm9z.json.bz2",87,"Bentley"
"uiuo.ark+=13960=t16m3hs4q",1876,1876,1876,"vulgar",,,"Chandler, W. A","London;E.W. Allen ...;1876.",,"Thrice",,,,,,0,"u",,,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/16/m3/hs/4q/ark+=13960=t16m3hs4q/uiuo.ark+=13960=t16m3hs4q.json.bz2",2,"Allen"
"njp.32101068166055",1876,1876,1876,"vulgar",,,"Charlesworth, Maria Louisa","New York;R. Carter;1876.",,"Oliver of the mill",,,,,,1819,"f","uk",,,,"njp/pairtree_root/32/10/10/68/16/60/55/32101068166055/njp.32101068166055.json.bz2",10,"Carter"
"mdp.39015063761228",1876,1876,1876,"elite",280979,13154969,"Black, William","London;Macmillan and co.;1876.","v.3","Madcap Violet","rev",,,1876,"FR",1841,"m","uk",,,,"mdp/pairtree_root/39/01/50/63/76/12/28/39015063761228/mdp.39015063761228.json.bz2",279,"Macmillan"
"uc2.ark+=13960=t5k93292h",1876,1876,1876,"vulgar",,,"Finley, Martha","New York;Dodd, Mead & Company Publishers;1876",,"Mildred Keith",,,,,,1828,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5k/93/29/2h/ark+=13960=t5k93292h/uc2.ark+=13960=t5k93292h.json.bz2",71,"Dodd Mead Publishers"
"nyp.33433074871439",1876,1876,1876,"presentaselite",,,"Keary, Annie","London;Macmillan and Co.;1876.",,"A York and a Lancaster rose",,,,,,1825,"f","uk",,,,"nyp/pairtree_root/33/43/30/74/87/14/39/33433074871439/nyp.33433074871439.json.bz2",17,"Macmillan"
"nyp.33433074835400",1876,1876,1876,"vulgar",,,"Bellamy, Elizabeth W","New York;D. Appleton;1876.",,"The little Joanna",,,,,,1837,"f","us",,,,"nyp/pairtree_root/33/43/30/74/83/54/00/33433074835400/nyp.33433074835400.json.bz2",3,"Appleton"
"uc2.ark+=13960=t9t15276t",1876,1876,1876,"elite",630036,23861764,"MacDonald, George","Toronto;Copp, Clark & co.;1876.",,"Thomas Wingfold, curate","rev",,,1876,"FR",1824,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/9t/15/27/6t/ark+=13960=t9t15276t/uc2.ark+=13960=t9t15276t.json.bz2",144,"Copp Clark"
"uiuo.ark+=13960=t1hh6x71z",1876,1876,1876,"presentaselite",,,"Grant, James","London;Tinsley;1876.",,"Morley Ashton",,,,,,1822,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/1h/h6/x7/1z/ark+=13960=t1hh6x71z/uiuo.ark+=13960=t1hh6x71z.json.bz2",93,"Tinsley"
"uiuo.ark+=13960=t2794f36r",1877,1877,1877,"elite",8664133,11712744,"Allardyce, Alexander","Edinburgh [Lothian;William Blackwood;1877.","v.3","The city of sunshine","rev",,,1877,"FR",1846,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/27/94/f3/6r/ark+=13960=t2794f36r/uiuo.ark+=13960=t2794f36r.json.bz2",7,"Lothian William Blackwood"
"uiuo.ark+=13960=t0ht34v35",1877,1877,0,"vulgar",,,"Lloyd, Jessie Sale","London;Tinsley Brothers;1877.",,"The Hazelhurst mystery",,,,,,,,"uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/0h/t3/4v/35/ark+=13960=t0ht34v35/uiuo.ark+=13960=t0ht34v35.json.bz2",5,"Tinsley"
"mdp.39015053262294",1899,1877,1877,"vulgar",,,"Jokai, Mór","Boston;L. C. Page;1899.",,"Pretty Michal",,,,,,1825,"m","hungary",,,,"mdp/pairtree_root/39/01/50/53/26/22/94/39015053262294/mdp.39015053262294.json.bz2",76,"Page"
