docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,decade
uiuo.ark+=13960=t43r1cm88,1878,1878,1878.0,vulgar,,,"Lockhart, Laurence W. M",Edinburgh;W. Blackwood;1878.,,Mine is thine,,,,,,1831.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/43/r1/cm/88/ark+=13960=t43r1cm88/uiuo.ark+=13960=t43r1cm88.json.bz2,10,Blackwood,1870
uc1.b3578514,1870,1870,0.0,vulgar,,,"Ainsworth, William Harrison",London;New York;G. Routledge;187-?,,Mervyn Clithero,,,,,,1805.0,m,uk,,,,uc1/pairtree_root/b3/57/85/14/b3578514/uc1.b3578514.json.bz2,319,Routledge,1870
uc1.b3322489,1875,1875,1875.0,vulgar,,,"Hawthorne, Julian","New York;D. Appleton and Company;1877, c1875.",,Garth,,,,,,1846.0,m,us,,,,uc1/pairtree_root/b3/32/24/89/b3322489/uc1.b3322489.json.bz2,103,Appleton,1870
uiuo.ark+=13960=t19k5018x,1874,1874,1874.0,vulgar,,,"Solly, Henry",London;Chapman and Hall;1874.,,Gerald and his friend the doctor,,,,,,1813.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/19/k5/01/8x/ark+=13960=t19k5018x/uiuo.ark+=13960=t19k5018x.json.bz2,8,Chapman Hall,1870
njp.32101068179041,1874,1874,1874.0,vulgar,,,"Harwood, John Berwick",London;R. Bentley and Son;1874.,,Lady Livingston's legacy,,,,,,1828.0,m,uk,,,,njp/pairtree_root/32/10/10/68/17/90/41/32101068179041/njp.32101068179041.json.bz2,12,Bentley,1870
njp.32101067644789,1873,1873,1873.0,vulgar,,,"Fogerty, J",London;Strahan & Co.;1873.,,Lauterdale,,,,,,1831.0,m,uk,,,,njp/pairtree_root/32/10/10/67/64/47/89/32101067644789/njp.32101067644789.json.bz2,7,Strahan,1870
uiuo.ark+=13960=t7gq76w1k,1873,1873,1873.0,vulgar,,,"Collins, Mortimer",London;H.S. King;1873.,,Miranda,,,,,,1827.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7g/q7/6w/1k/ark+=13960=t7gq76w1k/uiuo.ark+=13960=t7gq76w1k.json.bz2,49,King,1870
uiuo.ark+=13960=t53f5dr3r,1878,1878,1878.0,vulgar,,,"Vereker, Charles Smyth",London;Chapman and Hall;1878.,,The child of the desert,,,,,,1818.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/53/f5/dr/3r/ark+=13960=t53f5dr3r/uiuo.ark+=13960=t53f5dr3r.json.bz2,3,Chapman Hall,1870
uc2.ark+=13960=t5fb4z81t,1871,1871,1871.0,vulgar,,,"Greey, Edward",J.E. Tilton & co.;1871.,,Blue jackets,,,,,,1835.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5f/b4/z8/1t/ark+=13960=t5fb4z81t/uc2.ark+=13960=t5fb4z81t.json.bz2,11,Tilton,1870
uc2.ark+=13960=t2n58cz1k,1874,1874,1874.0,vulgar,6103027.0,,"Roe, Edward Payson",New York;Dodd & Mead;c1874,,Opening a chestnut burr,rev,,,1874,ATL,1838.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2n/58/cz/1k/ark+=13960=t2n58cz1k/uc2.ark+=13960=t2n58cz1k.json.bz2,91,Dodd Mead,1870
uiuo.ark+=13960=t0qr5b28p,1870,1870,0.0,vulgar,,,"Leigh, Alfred",London;J. Blackwood;187-,,Maud Atherton,,,,,,,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0q/r5/b2/8p/ark+=13960=t0qr5b28p/uiuo.ark+=13960=t0qr5b28p.json.bz2,4,Blackwood,1870
nnc1.cu55529143,1870,1870,1870.0,vulgar,,,"Bradford, O. K",Boston;J.E. Farwell & Company;1870.,,"Mystery explained; or, Additional evidence",,,,,,1832.0,m,us,"Mathews, Ellen Buckingham",,,nnc1/pairtree_root/cu/55/52/91/43/cu55529143/nnc1.cu55529143.json.bz2,1,Farwell,1870
uc2.ark+=13960=t4bp0174c,1872,1872,1872.0,vulgar,,,"Burnand, F. C",Boston;Roberts Brothers;1872.,,Happy-thought hall,,,,,,1836.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4b/p0/17/4c/ark+=13960=t4bp0174c/uc2.ark+=13960=t4bp0174c.json.bz2,24,Roberts,1870
uiuo.ark+=13960=t12n5tf8r,1877,1877,1877.0,vulgar,,,"Durrant, Valentine",Edinburgh;W. Blackwood;1877-1878.,,A modern minister,,,,,,1845.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/12/n5/tf/8r/ark+=13960=t12n5tf8r/uiuo.ark+=13960=t12n5tf8r.json.bz2,2,Blackwood,1870
uiuo.ark+=13960=t41r7d247,1874,1874,1874.0,vulgar,,,"Payn, James",London;R. Bentley and Son;1874.,,The best of husbands,,,,,,1830.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/41/r7/d2/47/ark+=13960=t41r7d247/uiuo.ark+=13960=t41r7d247.json.bz2,109,Bentley,1870
uiuo.ark+=13960=t20c59n08,1875,1875,1875.0,vulgar,,,"Dering, Edward Heneage","London;Smith, Elder;1875.",,"Sherborne, or, The house at the four ways",,,,,,1827.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/20/c5/9n/08/ark+=13960=t20c59n08/uiuo.ark+=13960=t20c59n08.json.bz2,5,Smith Elder,1870
njp.32101065848267,1871,1871,1871.0,vulgar,,,"Murray, Eustace Clare Grenville","London;Smith, Elder;1871.",,The member for Paris,,,,,,1824.0,m,uk,,,,njp/pairtree_root/32/10/10/65/84/82/67/32101065848267/njp.32101065848267.json.bz2,15,Smith Elder,1870
nnc1.cu58327010,1879,1879,,vulgar,,,"O'Reilly, Bernard",New York;G. W. Carleton;1879.,,The two brides,,,,,,1823.0,m,ir,,,,nnc1/pairtree_root/cu/58/32/70/10/cu58327010/nnc1.cu58327010.json.bz2,3,Carleton,1870
njp.32101069165684,1871,1871,1871.0,vulgar,,,"Edwards, C. R",New York;International Pub. Co.;1871.,,A story of Niagara,,,,,,,m,us,,,,njp/pairtree_root/32/10/10/69/16/56/84/32101069165684/njp.32101069165684.json.bz2,1,International,1870
uiuo.ark+=13960=t0vq3kb3w,1879,1879,,vulgar,,,"Newall, John",London;Charing Cross Publishing Co. Limited;1879.,,Nature's nobility,,,,,,0.0,m,,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0v/q3/kb/3w/ark+=13960=t0vq3kb3w/uiuo.ark+=13960=t0vq3kb3w.json.bz2,3,Charing Cross,1870
uiuo.ark+=13960=t8sb41f1t,1882,1880,1880.0,elite,8719249.0,544204,"Adams, Henry",London;Macmillan and Co.;1882.,,Democracy,rev,pos,pop,1882,FR,1838.0,m,us,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8s/b4/1f/1t/ark+=13960=t8sb41f1t/uiuo.ark+=13960=t8sb41f1t.json.bz2,3,Macmillan,1880
uc2.ark+=13960=t4sj1g55c,1886,1886,1886.0,elite,669957.0,5132381,"Lang, Andrew","Bristol;J. W. Arrowsmith; [etc., etc.;1886.",,The mark of Cain,rev,pos,,1887,BM,1844.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4s/j1/g5/5c/ark+=13960=t4sj1g55c/uc2.ark+=13960=t4sj1g55c.json.bz2,86,Bristol Arrowsmith,1880
uiuo.ark+=13960=t2v41110q,1880,1880,1880.0,elite,8722370.0,43303547,"Aïdé, Hamilton",London;Hurst and Blackett;1880.,v.2,Poet and peer,rev,,,1880,BM,1826.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2v/41/11/0q/ark+=13960=t2v41110q/uiuo.ark+=13960=t2v41110q.json.bz2,14,Hurst Blackett,1880
uiuo.ark+=13960=t2988h62s,1887,1887,1887.0,elite,8721815.0,1836678,"Barry, William Francis",London;New York;Macmillan and Co.;1887.,v.1,The new Antigone,ntd,,pop,1889,FR,1849.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/29/88/h6/2s/ark+=13960=t2988h62s/uiuo.ark+=13960=t2988h62s.json.bz2,14,Macmillan,1880
uiuo.ark+=13960=t7cr63984,1886,1886,1886.0,elite,8718816.0,4323373,"Besant, Walter",London;Chatto & Windus;1886.,v.3,Children of Gibeon,rev,,,1886,BM,1836.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7c/r6/39/84/ark+=13960=t7cr63984/uiuo.ark+=13960=t7cr63984.json.bz2,203,Chatto Windus,1880
uc1.b251155,1883,1883,1883.0,elite,6502891.0,12084876,"Harte, Bret","London;Longmans, Green, and Co.;1883.",,In the Carquinez woods,rev,,,1883,ATL,1836.0,m,us,,,,uc1/pairtree_root/$b/25/11/55/$b251155/uc1.$b251155.json.bz2,474,Longmans Green,1880
uiuo.ark+=13960=t47p9mm6s,1889,1889,1889.0,elite,8721437.0,2303933,"Russell, William Clark",London;New York;Macmillan;1889.,v.1,Marooned,rev,pos,,1889,BM,1844.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/47/p9/mm/6s/ark+=13960=t47p9mm6s/uiuo.ark+=13960=t47p9mm6s.json.bz2,117,Macmillan,1880
uc2.ark+=13960=t2r49pd51,1883,1883,1883.0,elite,7695277.0,364129938,"Conway, Hugh","London;T. Unwin;1919, 1883",,Called back,rev,,pop,1884,BM,1847.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2r/49/pd/51/ark+=13960=t2r49pd51/uc2.ark+=13960=t2r49pd51.json.bz2,17,Unwin,1880
mdp.39015006580941,1882,1882,1882.0,elite,245216.0,6757272,"Anstey, F",New York;D. Appleton and company;1882.,,Vice versâ;,rev,pos,pop,1884,BM,1856.0,m,uk,"Guthrie, Thomas Anstey",,,mdp/pairtree_root/39/01/50/06/58/09/41/39015006580941/mdp.39015006580941.json.bz2,67,Appleton,1880
uiuo.ark+=13960=t3nv9qx3s,1887,1887,1887.0,elite,8721815.0,1836678,"Barry, William Francis",London;New York;Macmillan and Co.;1887.,v.3,The new Antigone,ntd,,pop,1889,FR,1849.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3n/v9/qx/3s/ark+=13960=t3nv9qx3s/uiuo.ark+=13960=t3nv9qx3s.json.bz2,14,Macmillan,1880
uiuo.ark+=13960=t6h13936j,1886,1886,1886.0,elite,8718816.0,4323373,"Besant, Walter",London;Chatto & Windus;1886.,v.1,Children of Gibeon,rev,,,1886,BM,1836.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/6h/13/93/6j/ark+=13960=t6h13936j/uiuo.ark+=13960=t6h13936j.json.bz2,203,Chatto Windus,1880
uc2.ark+=13960=t0ks6p45r,1882,1882,1882.0,elite,7685462.0,7436102,"Ballantyne, R. M",New York;T. Nelson;pref. 1882,,"The battery and the boiler, or, Adventures in the laying of submarine electric cables",rev,pos,,1886,FR,1825.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0k/s6/p4/5r/ark+=13960=t0ks6p45r/uc2.ark+=13960=t0ks6p45r.json.bz2,75,Nelson Pref,1880
nc01.ark+=13960=t6b28c502,1880,1880,1880.0,elite,1187405.0,44496413,"Tourgée, Albion Winegar","New York;Fords, Howard & Hulbert;c1880.",,Bricks without straw,rev,,,1881,ATL,1838.0,m,us,,,,nc01/pairtree_root/ar/k+/=1/39/60/=t/6b/28/c5/02/ark+=13960=t6b28c502/nc01.ark+=13960=t6b28c502.json.bz2,36,Fords Howard Hulbert,1880
uiuo.ark+=13960=t0jt09500,1889,1889,1889.0,elite,8721437.0,2303933,"Russell, William Clark",London;New York;Macmillan;1889.,v.2,Marooned,rev,pos,,1889,BM,1844.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0j/t0/95/00/ark+=13960=t0jt09500/uiuo.ark+=13960=t0jt09500.json.bz2,117,Macmillan,1880
uc1.b249261,1889,1889,1889.0,elite,6501920.0,1466392,"Hardy, Arthur Sherburne","Boston;New York;Houghton, Mifflin and Company;1889.",,Passe Rose,rev,pos,,1890,ATL,1847.0,m,us,,,,uc1/pairtree_root/$b/24/92/61/$b249261/uc1.$b249261.json.bz2,18,Houghton Mifflin,1880
mdp.39015059395056,1884,1883,1883.0,elite,117392.0,11796163,"Crawford, F. Marion",London;Chapman & Hall;1884.,v.2,To leeward,rev,neg,,1884,BM,1854.0,m,us,,,,mdp/pairtree_root/39/01/50/59/39/50/56/39015059395056/mdp.39015059395056.json.bz2,306,Chapman Hall,1880
uiuo.ark+=13960=t3417852c,1880,1880,1880.0,elite,8722370.0,43303547,"Aïdé, Hamilton",London;Hurst and Blackett;1880.,v.3,Poet and peer,rev,,,1880,BM,1826.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/34/17/85/2c/ark+=13960=t3417852c/uiuo.ark+=13960=t3417852c.json.bz2,14,Hurst Blackett,1880
uva.x000956960,1882,1882,1883.0,elite,4435242.0,4717721,"Howells, William Dean",Boston;New York;Houghton Mifflin company;c1882,,A woman's reason,rev,,,1883,ATL,1837.0,m,us,,,,uva/pairtree_root/x0/00/95/69/60/x000956960/uva.x000956960.json.bz2,327,Houghton Mifflin,1880
uiuo.ark+=13960=t4gm8rt0b,1886,1886,1886.0,elite,8718279.0,9584953,"Norris, W. E",London;Bentley;1886.,v.3,A bachelor's blunder,rev,,,1886,BM,1847.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4g/m8/rt/0b/ark+=13960=t4gm8rt0b/uiuo.ark+=13960=t4gm8rt0b.json.bz2,107,Bentley,1880
mdp.39015030851755,1880,1880,1880.0,elite,475604.0,10940052,"Blackmore, R. D","London;Low, Marston;1880.",v.1,Mary Anerley,rev,neg,,1880,BM,1825.0,m,uk,,,,mdp/pairtree_root/39/01/50/30/85/17/55/39015030851755/mdp.39015030851755.json.bz2,108,Low Marston,1880
uiuo.ark+=13960=t85h8377h,1886,1886,1886.0,elite,8718279.0,9584953,"Norris, W. E",London;Bentley;1886.,v.1,A bachelor's blunder,rev,,,1886,BM,1847.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/85/h8/37/7h/ark+=13960=t85h8377h/uiuo.ark+=13960=t85h8377h.json.bz2,107,Bentley,1880
uc2.ark+=13960=t6rx9gk2c,1887,1887,1887.0,elite,7696886.0,225838,"Black, William",London;and New York;Macmillan and Co.;1887.,v.2,Sabina Zembra,rev,,,1887,BM,1841.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/6r/x9/gk/2c/ark+=13960=t6rx9gk2c/uc2.ark+=13960=t6rx9gk2c.json.bz2,279,Macmillan,1880
uc2.ark+=13960=t4sj1d326,1880,1880,1880.0,elite,6607189.0,11864213,"Cooke, John Esten",New York;Harper & Brothers;1880.,,The Virginia Bohemians;,rev,,,1880,ATL,1830.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4s/j1/d3/26/ark+=13960=t4sj1d326/uc2.ark+=13960=t4sj1d326.json.bz2,54,Harper,1880
njp.32101063580268,1900,1886,1886.0,elite,8916598.0,17653915,"Hume, Fergus",London;Jarrolds Limited;190-?,,The mystery of a hansom cab,ntd,,pop,1889,FR,1859.0,m,uk,,,,njp/pairtree_root/32/10/10/63/58/02/68/32101063580268/njp.32101063580268.json.bz2,77,Jarrolds,1880
uiuo.ark+=13960=t8jd54p32,1886,1886,1886.0,elite,8718816.0,4323373,"Besant, Walter",London;Chatto & Windus;1886.,v.2,Children of Gibeon,rev,,,1886,BM,1836.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8j/d5/4p/32/ark+=13960=t8jd54p32/uiuo.ark+=13960=t8jd54p32.json.bz2,203,Chatto Windus,1880
njp.32101079670517,1909,1880,1880.0,elite,9038144.0,18548873,"James, Henry",New York;Modern Library;c1909,,The portrait of a lady,rev,pos,,1882,BM,1843.0,m,us,,,,njp/pairtree_root/32/10/10/79/67/05/17/32101079670517/njp.32101079670517.json.bz2,543,Modern Library,1880
uiuo.ark+=13960=t9z03rv69,1881,1881,1881.0,elite,8720764.0,176044,"Shorthouse, J. H",London;Macmillan and co.;1881.,v.2,John Inglesant;,rev,,,1882,BM,1834.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9z/03/rv/69/ark+=13960=t9z03rv69/uiuo.ark+=13960=t9z03rv69.json.bz2,29,Macmillan,1880
mdp.39015031236584,1917,1884,1884.0,elite,591617.0,247881,"Howe, E. W",Boston;New York;London;Harper & bros.;c1917,,The story of a country town,rev,,,1885,ATL,1853.0,m,us,,,,mdp/pairtree_root/39/01/50/31/23/65/84/39015031236584/mdp.39015031236584.json.bz2,5,Harper,1880
njp.32101042563039,1880,1880,1880.0,elite,6155796.0,3888582,"Bellamy, Edward",New York;D. Appleton and company;1880,,--Dr. Heidenhoff's process,rev,,,1880,ATL,1850.0,m,us,,,,njp/pairtree_root/32/10/10/42/56/30/39/32101042563039/njp.32101042563039.json.bz2,19,Appleton,1880
uc2.ark+=13960=t05x2648j,1880,1880,1880.0,elite,384693.0,985828,"Aldrich, Thomas Bailey",Boston;Houghton Mifflin and company;1880.,,The stillwater tragedy,rev,,,1880,ATL,1836.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/05/x2/64/8j/ark+=13960=t05x2648j/uc2.ark+=13960=t05x2648j.json.bz2,114,Houghton Mifflin,1880
njp.32101068152931,1919,1886,1886.0,elite,8967828.0,43291182,"Haggard, H. Rider","London;New York;Longmans, Green;1919.",,She,rev,neg,,1887,BM,1856.0,m,uk,,,,njp/pairtree_root/32/10/10/68/15/29/31/32101068152931/njp.32101068152931.json.bz2,121,Longmans Green,1880
mdp.39015030851763,1880,1880,1880.0,elite,475604.0,10940052,"Blackmore, R. D","London;Low, Marston;1880.",v.2,Mary Anerley,rev,neg,,1880,BM,1825.0,m,uk,,,,mdp/pairtree_root/39/01/50/30/85/17/63/39015030851763/mdp.39015030851763.json.bz2,108,Low Marston,1880
uiuo.ark+=13960=t1pg1z41b,1887,1887,1887.0,elite,8721815.0,1836678,"Barry, William Francis",London;New York;Macmillan and Co.;1887.,v.2,The new Antigone,ntd,,pop,1889,FR,1849.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1p/g1/z4/1b/ark+=13960=t1pg1z41b/uiuo.ark+=13960=t1pg1z41b.json.bz2,14,Macmillan,1880
mdp.39015059395049,1884,1883,1883.0,elite,117392.0,11796163,"Crawford, F. Marion",London;Chapman & Hall;1884.,v.1,To leeward,rev,neg,,1884,BM,1854.0,m,us,,,,mdp/pairtree_root/39/01/50/59/39/50/49/39015059395049/mdp.39015059395049.json.bz2,306,Chapman Hall,1880
uc2.ark+=13960=t3bz6461g,1897,1885,1885.0,elite,7667085.0,7396842,"Meredith, George",New York;S. Scribner's Sons;1897,,Diana of the Crossways,rev,pos,,1884,FR,1828.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3b/z6/46/1g/ark+=13960=t3bz6461g/uc2.ark+=13960=t3bz6461g.json.bz2,500,Scribner,1880
uc2.ark+=13960=t3320543j,1887,1887,1887.0,elite,7696886.0,225838,"Black, William",London;and New York;Macmillan and Co.;1887.,v.1,Sabina Zembra,rev,,,1887,BM,1841.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/33/20/54/3j/ark+=13960=t3320543j/uc2.ark+=13960=t3320543j.json.bz2,279,Macmillan,1880
uc1.b249559,1880,1880,1880.0,elite,6502100.0,21086698,"Broughton, Rhoda",London;R. Bentley;1880.,v. 1,Second thoughts,rev,,,1880,BM,1840.0,f,uk,,,,uc1/pairtree_root/$b/24/95/59/$b249559/uc1.$b249559.json.bz2,87,Bentley,1880
uc2.ark+=13960=t49p38m1k,1885,1885,1885.0,elite,7708064.0,9638559,"Malet, Lucas",Leipzig;B. Tauchnitz;1885.,v.1,Colonel Enderby's wife,ntd,,pop,1889,FR,1852.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/49/p3/8m/1k/ark+=13960=t49p38m1k/uc2.ark+=13960=t49p38m1k.json.bz2,46,Tauchnitz,1880
uc1.b249560,1880,1880,1880.0,elite,6502100.0,21086698,"Broughton, Rhoda",London;R. Bentley;1880.,v. 2,Second thoughts,rev,,,1880,BM,1840.0,f,uk,,,,uc1/pairtree_root/$b/24/95/60/$b249560/uc1.$b249560.json.bz2,87,Bentley,1880
uc2.ark+=13960=t10p1901j,1885,1885,1885.0,elite,7708064.0,9638559,"Malet, Lucas",Leipzig;B. Tauchnitz;1885.,v.2,Colonel Enderby's wife,ntd,,pop,1889,FR,1852.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/10/p1/90/1j/ark+=13960=t10p1901j/uc2.ark+=13960=t10p1901j.json.bz2,46,Tauchnitz,1880
uc2.ark+=13960=t5x63ds6x,1888,1888,1888.0,elite,119926.0,3567675,"Ward, Mary Augusta",London;New York;Macmillan and co.;1888.,,Robert Elsmere,rev,neg,pop,1892,FR,1851.0,f,uk,"Ward, Humphry, Mrs",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/ds/6x/ark+=13960=t5x63ds6x/uc2.ark+=13960=t5x63ds6x.json.bz2,0,Macmillan,1880
njp.32101068168911,1880,1880,1880.0,elite,7688063.0,652731,"Fothergill, Jessie","London, Richard Bentley and Son;1880.",vol.2,The wellfields,rev,,,1880,ATL,1851.0,f,uk,,,,njp/pairtree_root/32/10/10/68/16/89/11/32101068168911/njp.32101068168911.json.bz2,48,Richard Bentley,1880
uiuo.ark+=13960=t9g45077d,1889,1889,1889.0,elite,8721426.0,81977491,"Carr, Alice Vansittart (Strettell)",Edinburgh;William Blackwood and Sons Edinburgh and London;1889;London.,v.3,Margaret Maliphant,rev,,,1889,BM,1850.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9g/45/07/7d/ark+=13960=t9g45077d/uiuo.ark+=13960=t9g45077d.json.bz2,3,William Blackwood,1880
nc01.ark+=13960=t5r78z14d,1887,1887,1887.0,elite,5908901.0,2510156,"Baylor, Frances Courtenay",Philadelphia;Lippincott;1887.,,Behind the Blue Ridge,rev,,,1887,ATL,1848.0,f,us,,,,nc01/pairtree_root/ar/k+/=1/39/60/=t/5r/78/z1/4d/ark+=13960=t5r78z14d/nc01.ark+=13960=t5r78z14d.json.bz2,19,Lippincott,1880
njp.32101068169497,1882,1882,1882.0,elite,8968502.0,13343025,"Gerard, E",Edinburgh;London;W. Blackwood and Sons;1882.,vol.3,Beggar my neighbor,rev,,,1882,BM,1849.0,f,uk,,,,njp/pairtree_root/32/10/10/68/16/94/97/32101068169497/njp.32101068169497.json.bz2,11,Blackwood,1880
uc2.ark+=13960=t1gh9bk2q,1887,1886,1886.0,elite,7939759.0,7582463,"Phelps, Elizabeth Stuart","Boston;New York;Houghton, Mifflin and Company;1887.",,The Madonna of the tubs,rev,pos,,1887,BM,1844.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1g/h9/bk/2q/ark+=13960=t1gh9bk2q/uc2.ark+=13960=t1gh9bk2q.json.bz2,51,Houghton Mifflin,1880
uiuo.ark+=13960=t51g1046c,1889,1889,1889.0,elite,8721426.0,81977491,"Carr, Alice Vansittart (Strettell)",Edinburgh;William Blackwood and Sons Edinburgh and London;1889;London.,v.1,Margaret Maliphant,rev,,,1889,BM,1850.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/51/g1/04/6c/ark+=13960=t51g1046c/uiuo.ark+=13960=t51g1046c.json.bz2,3,William Blackwood,1880
uc2.ark+=13960=t9r20sh4z,1880,1880,1880.0,elite,7645928.0,3681674,"Latimer, Elizabeth Wormeley",Boston;Roberts Brothers;1880.,,Salvage,rev,pos,,1880,ATL,1822.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9r/20/sh/4z/ark+=13960=t9r20sh4z/uc2.ark+=13960=t9r20sh4z.json.bz2,8,Roberts,1880
uiuo.ark+=13960=t5h99sh0k,1880,1880,1880.0,elite,8723906.0,82342663,"Walford, Lucy Bethia",Edinburgh;London;William Blackwood and Sons;1880.,v.2,Troublesome daughters,rev,,,1880,ATL,1845.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/5h/99/sh/0k/ark+=13960=t5h99sh0k/uiuo.ark+=13960=t5h99sh0k.json.bz2,34,William Blackwood,1880
uiuo.ark+=13960=t0tq6k46g,1880,1880,1880.0,elite,8723906.0,82342663,"Walford, Lucy Bethia",Edinburgh;London;William Blackwood and Sons;1880.,v.1,Troublesome daughters,rev,,,1880,ATL,1845.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0t/q6/k4/6g/ark+=13960=t0tq6k46g/uiuo.ark+=13960=t0tq6k46g.json.bz2,34,William Blackwood,1880
uiuo.ark+=13960=t65439787,1886,1886,1886.0,elite,8720480.0,152580259,"Lawless, Emily",Edinburgh;London;William Blackwood and Sons;1886.,v.1,Hurrish,rev,,,1887,BM,1845.0,f,ir,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/65/43/97/87/ark+=13960=t65439787/uiuo.ark+=13960=t65439787.json.bz2,24,William Blackwood,1880
nyp.33433076066806,1888,1888,1888.0,elite,8689851.0,615113,"Kirk, Ellen Olney",Boston;Ticknor and company;1888,,Queen Money,rev,,,1888,ATL,1842.0,f,us,,,,nyp/pairtree_root/33/43/30/76/06/68/06/33433076066806/nyp.33433076066806.json.bz2,22,Ticknor,1880
njp.32101067632644,1885,1885,1885.0,elite,8961337.0,9917309,Ouida,London;Chatto & Windus;1885.,v.2,Othmar,rev,pos,,1895,YB,1839.0,f,uk,"Ramé, Maria Louise ",,,njp/pairtree_root/32/10/10/67/63/26/44/32101067632644/njp.32101067632644.json.bz2,237,Chatto Windus,1880
uiuo.ark+=13960=t95720v3n,1886,1886,1886.0,elite,8720480.0,152580259,"Lawless, Emily",Edinburgh;London;William Blackwood and Sons;1886.,v.2,Hurrish,rev,,,1887,BM,1845.0,f,ir,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/95/72/0v/3n/ark+=13960=t95720v3n/uiuo.ark+=13960=t95720v3n.json.bz2,24,William Blackwood,1880
uiuo.ark+=13960=t7hq4m576,1880,1880,1880.0,elite,8723906.0,82342663,"Walford, Lucy Bethia",Edinburgh;London;William Blackwood and Sons;1880.,v.3,Troublesome daughters,rev,,,1880,ATL,1845.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7h/q4/m5/76/ark+=13960=t7hq4m576/uiuo.ark+=13960=t7hq4m576.json.bz2,34,William Blackwood,1880
uiuo.ark+=13960=t79s21g78,1884,1884,1884.0,elite,8724227.0,5542538,"Lyall, Edna",London;Hurst and Blackett;1884.,v.2,We two,sel,,pop,1889,FR,1857.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/79/s2/1g/78/ark+=13960=t79s21g78/uiuo.ark+=13960=t79s21g78.json.bz2,53,Hurst Blackett,1880
njp.32101068168903,1880,1880,1880.0,elite,7688063.0,652731,"Fothergill, Jessie","London, Richard Bentley and Son;1880.",vol.3,The wellfields,rev,,,1880,ATL,1851.0,f,uk,,,,njp/pairtree_root/32/10/10/68/16/89/03/32101068168903/njp.32101068168903.json.bz2,48,Richard Bentley,1880
